,A,B,C,D,E,F,G,classLabel
p394,0.09719458267458383,-0.17868068940943038,-0.4270073772729781,1.7424691526828706,-0.6218187702241996,-0.6768814217677777,-1.4389252717346557,2
p395,0.6067123933027692,1.3573023697714914,1.6403849296413997,-0.4818366073353063,0.4517964210199426,0.6406016695458847,0.19092797296542968,8
p396,0.5594615605460185,-0.2462126847451593,-0.3911379539430336,1.585784057190199,-0.5586363154518454,-0.7211525884380536,-1.513693870997869,2
p397,-0.7659151154552841,-1.3606366038886142,-1.3786940586919882,0.02049409078297396,-0.14178842512733394,-1.1277935531218082,0.05697560180945236,9
p398,-0.6122038649281191,-1.21280876444925,-1.1833403982838704,-0.32933307206662954,0.11726505027370634,-0.8502604362245403,0.2722726655943297,9
p399,-0.8122314133711731,-0.7903740707706811,0.5599605527486783,-1.1544026967591372,-1.2342834653004657,0.3782184597420016,-1.2146172392593455,7
p400,-0.09180478099134334,0.022437026961661225,-0.3091464052157041,1.75323278387536,-0.3716955065373296,-0.8108686241706233,-1.4552749753690657,2
p401,0.21651545401354896,-0.12949360496496187,-0.5844904307634492,1.792741197096435,-0.4273248450711512,-0.7066973367628667,-1.2876041748414424,2
p402,-1.2802776114750958,-0.12338745493649618,-0.6267481746014972,0.9199273199154318,0.6949561087224104,-1.2708838609430368,0.4526110572539282,5
p403,-0.6700175934380012,-0.6638974707882754,0.5461573976095487,-1.3203931812050924,-1.4054862748348154,0.4718338779263247,-1.310450839971596,7
p404,-0.8826088004001642,-1.2317829573991113,-1.165338166507749,-0.2876828911067677,-0.17696384890381792,-0.7813161727908181,0.1100211548893796,9
p405,-0.9495809456268468,1.3057721138845353,-1.2771866930428402,-0.5934154951674236,-0.2878647246511449,1.2495295171452725,1.393632586340439,4
p406,-1.1431227680926672,-0.051263104087532985,-0.3608858313318861,1.1900012008797671,0.8721032053528284,-1.1280833181904393,0.3499411056751132,5
p407,-1.2300204161005128,1.4384059171107937,-1.434096842407104,-0.7491986946363297,-0.14512068594415253,1.290269552296512,1.3797519665991067,4
p408,1.1797721731154385,1.4239615158087848,1.4705422075057828,-0.14912100597553293,-1.1003774769247303,-1.4572880412674554,-0.20293829488695514,0
p409,0.9270267382460802,-1.1773769626263193,0.12550834193242652,1.2353395541735486,2.23419543707446,0.5307653157082123,-1.3617502942472115,6
p410,-0.6289251412033462,-0.8831332629776979,0.6766753808944387,-1.0052440992904514,-1.37041785915858,0.3714078626615014,-1.1215199132652198,7
p411,-0.9344356954504858,0.1132584941585376,0.20788766622719607,0.3090825449353301,0.1470245276640207,1.4251901820609365,0.94505244887818,1
p412,0.6080723439709452,1.2900072184413431,1.6466868801679664,-0.5032776492908588,0.6586269640857358,0.9949955866574074,0.10492419328354304,8
p413,-0.8587853839956292,0.06800764090771788,-0.05694965764418946,-0.0022472217176835786,0.2184866731452236,1.2814451335555774,0.5559066047097175,1
p414,1.5957339732160345,1.362104125821805,1.5064082711971856,0.2553171598183181,-0.9070090830896056,-1.4844551443463674,-0.11209949922680124,0
p415,-0.8849472154600211,0.16126304798338215,0.27583663287831944,0.011903728848253916,0.3048713619832697,1.192844754200728,0.8364720135515016,1
p416,0.97699979851387,-1.2018182187885655,-0.07048270278822392,0.8150143690050591,2.0926234560619714,0.6662690938470103,-1.4288539562329416,6
p417,0.8564025120595867,1.3192890982195629,1.7329661740043552,-0.553880331256569,0.832879362517989,0.7199174636005649,0.0760326606484003,8
p418,0.21951542628704104,-0.16729733404449434,-0.5229662334577431,1.663939375550375,-0.4729817458777251,-0.7104141383465411,-1.489598387559324,2
p419,-0.3774311359916089,-1.0053006266536768,-1.2738285510942355,-0.4870070803403608,0.015316141762946241,-1.0545169500704494,0.25330668827051306,9
p420,0.2779265891268174,-0.03771948701496702,-0.3771234876914593,1.5785274539418193,-0.4205566031447374,-0.7037838352018321,-1.1375706217437695,2
p421,0.5182841076417682,-1.2500417966665545,0.14526664661087174,1.0943549135998922,2.1886403140770354,0.5991242577740248,-1.5416651543514504,6
p422,-0.8764363955690401,0.03806799246065559,0.27704873053304296,0.3659319994018742,0.4627701288025641,1.3454375507240153,0.8833460698259132,1
p423,-0.7759459345136499,-1.2110297338270979,-1.1670915552171115,-0.2249928772327917,-0.1836567351332064,-0.8855589245899649,0.14012596965070168,9
p424,-0.6028466712274759,0.1852936684569096,0.2214955378147998,0.2239627543827384,0.3547035463821554,1.2255722569508856,0.6187256110367315,1
p425,-0.5951805610858408,-0.7711140638295524,0.8480953070742522,-1.0322658145523167,-1.1959913456115403,0.4625189796238026,-1.3169943993369684,7
p426,0.5537506820360628,1.1761880811295364,1.7976682200505782,-0.4688445883992885,0.5082623147755453,0.7231397739177933,-0.026679696771743373,8
p427,-0.8664391854201272,0.2620872179379282,0.09756035336403622,0.11415451186684625,0.3449028504020577,1.108143633849079,0.7156470110367088,1
p428,0.17405871856275248,-0.33762759011349874,-0.3791633229159005,1.7089051177389711,-0.6105159372243406,-0.7176092151674526,-1.2760384499981865,2
p429,-1.0414984725626286,0.09666714374764176,0.09911522581567107,0.2741845837990769,0.13942216256040055,1.1490287063205835,0.8340447819042917,1
p430,1.2551169922644714,1.4996174278514345,1.3721927151283744,-0.12081535639933524,-0.9076376168858648,-1.6276086323363042,-0.20057867027731352,0
p431,1.2947275258242557,1.3917580144061008,1.2578047692992858,0.2091402020459537,-0.7570306184006853,-1.6483854585216842,-0.10916311075480488,0
p432,-1.0978403175893852,1.3699408672688989,-1.3147762613471574,-0.761528762126187,-0.4221249180113045,1.2775398715908497,1.4557403166716991,4
p433,-0.22773211963544784,-1.2038834893536292,-1.3850584814516882,-0.3815105455148437,-0.01657643065393546,-0.7938572877498338,0.2787140463107456,9
p434,1.1089543632997123,1.5209413006552592,1.2286602805620803,0.18552825592560648,-1.1097779070361613,-1.6651362295894967,-0.1564724830486901,0
p435,-1.0825660972364066,-0.1506899128844605,-0.4916475508260419,1.124484147084642,0.5891265560877504,-1.3225614613433527,0.26951649456240023,5
p436,1.4275202789121924,-0.8413785139742611,-0.6672575043947087,-1.5656869165944651,-1.1257220759066695,0.05137070290214376,1.0163423234634732,3
p437,0.974265274263503,-1.2220252741331612,0.2968414866517011,1.484165560442915,2.2990374436327072,0.6134609155105085,-1.4815591906462104,6
p438,-1.1125953462824574,1.4508682371329316,-1.3442768320475649,-0.744886291419685,-0.34875059323366026,1.134060457910002,1.4392255121902695,4
p439,1.1096025527057671,1.4327745628258146,1.3487520784108364,-0.004576651302532982,-0.815302878438351,-1.5197719611326392,-0.2529679019396502,0
p440,0.5213697215630679,1.2847344640740004,1.757454654145297,-0.3239938966838168,0.2787990840150825,0.8660248595507151,0.1559047050870758,8
p441,-0.6291552265243505,-1.1496088605546997,-1.3650086091218976,-0.23367962715118654,0.01107652719214215,-0.6702713120689938,0.07970677075131608,9
p442,-0.7844521923677126,-0.7128983359710214,0.6023094670699541,-1.3161474730554694,-1.3813844919008829,0.2370450350369845,-1.296503633375202,7
p443,-0.6034614467896352,-0.7178860624331107,0.7144141947648777,-1.160900645412584,-1.179609824723982,0.7473445237201475,-1.0772787389494003,7
p444,-0.8237289475759177,0.2066629256073816,0.21744246703128325,0.4843808642279249,0.6238057661158405,1.2838021269547988,0.7654245462228578,1
p445,0.2885258602172971,-0.10222075664276986,-0.7042455696470866,1.872838159950276,-0.40174400137878136,-0.7915512212427801,-1.2782549224133122,2
p446,1.443404757446811,1.2933803845822154,1.2526081625780108,0.0960417926448892,-0.9218834513609226,-1.6405392147042408,-0.21987740940794046,0
p447,1.397554155624105,-1.0918077435729674,-0.4524679927554725,-1.8244214120453892,-0.9691387377453472,-0.019948028052514652,1.3143637482094102,3
p448,0.8140606819758579,-1.1877800186710843,0.008176975264782694,1.0065731036965355,2.091563973959659,0.5788891099836984,-1.2071721213416549,6
p449,0.09751962672656583,-0.25233703922225104,-0.437579778822338,1.8734923835064856,-0.7230801376400453,-0.6127547835397403,-1.282652176744334,2
p450,-1.1398130010607004,0.19698871022507788,0.3334581212604485,0.15893053275163452,0.3226449424993161,1.2392583158964061,0.7184544264814943,1
p451,-0.7860216016263742,1.3808988993681997,-1.2973830906996529,-0.4200864182259449,-0.5161330099901771,1.1928860542789732,1.4702123206937558,4
p452,-0.0399525391648811,-0.013406831572225058,-0.54008505378575,1.8087445651851095,-0.5100625046364875,-0.7621105914311946,-1.3377764607132154,2
p453,-1.2276649614852553,1.5114148531588618,-1.4372237864723791,-0.7642795555043235,-0.11248168005665952,1.4596087334087915,1.5419410904603592,4
p454,1.3385936043109816,1.439512620916816,1.4817649893845457,-0.0296676179753598,-0.7993053955675742,-1.4327198752166932,-0.2687339446277334,0
p455,-0.5745714141854112,-1.095676546367423,-1.2521438243153529,-0.21335866498328385,0.029570896502605963,-0.9051440795854078,0.21497717305757288,9
p456,-0.6649469875901308,1.360956811726062,-1.2554003651537482,-0.5471893030016232,-0.3132310073213179,1.0695904817442985,1.2665323315846733,4
p457,-0.9769695273612252,1.3256853152471737,-1.3932247587059905,-0.5985767149707097,-0.3219097914153084,1.3757067014432145,1.4778255972667405,4
p458,1.7765465559707232,-0.8435670888711169,-0.3686172514070933,-1.4717262844106238,-0.7963940811296919,-0.2119357749114955,1.2807015457150528,3
p459,-0.3612661325950817,-1.1598034981867729,-1.2163663680403929,-0.19949268959006236,0.02057738516395928,-0.6308494076491663,0.2844598566623186,9
p460,-1.1896336275938564,-0.18481391305328831,-0.5477525070881054,0.8669149780450994,0.9073190862972276,-1.1321485430677785,0.26644055784577125,5
p461,1.5485177343180576,-0.920380201597093,-0.3536397851737301,-1.6673644671865888,-1.063988735531396,-0.2524306478544164,1.367064368728096,3
p462,-0.4779751517072594,-0.6285708965905511,0.8194588733036933,-0.8566922013828381,-1.4165214648905484,0.6790222656311481,-1.133774652882855,7
p463,-0.6012615414179119,-1.171855740073807,-1.321943723479401,-0.4194945900891194,-0.1678713323386168,-0.9844804877027588,0.052281936083729295,9
p464,-0.5288127515434201,-0.7819194758911112,0.6358937313586223,-1.1840647977496257,-1.3103182315896196,0.3878350048501799,-1.2893323929667222,7
p465,-1.3994504446457903,-0.14296127815495255,-0.615613347107886,1.0959760636188074,0.8910774956421949,-1.3635716736287915,0.19257203437726228,5
p466,1.157835111473487,1.500333236170644,1.4843129562826085,0.014872833698689903,-0.8112418259368819,-1.3552044362100402,-0.2605309380485611,0
p467,-1.3941292613381622,-0.1953694625857696,-0.3716609895820877,0.8748153684423142,0.6561858230633029,-1.2539119525845968,0.4434119945868433,5
p468,-0.880997319336127,-0.6936774688406936,0.7032916754481453,-0.8942580106834472,-1.5126665422918433,0.27563465246357594,-1.232323905522231,7
p469,1.1211272841923674,1.2892736801373654,1.4848614383846188,0.1026880478455327,-1.0873920420058787,-1.387575014005331,-0.016352492657822515,0
p470,-0.6810267287658566,-0.7951426963793383,0.7348501057582475,-1.184401174280018,-1.4810831707275585,0.4855557566942914,-1.3905102930322015,7
p471,-0.4785291884840538,-1.1585079209060016,-1.272518496219731,-0.19869315368623897,-0.06666586127180772,-0.7311725457171498,0.060202614573054175,9
p472,1.1486278040488005,1.5872525771221226,1.4884933752221086,0.2103093237832436,-0.8687171526971711,-1.4192478834572486,-0.14392090230103272,0
p473,0.7661441605475634,1.2927368106124386,1.7133172927907758,-0.4093920728775309,0.6144237195157348,0.8591201324423089,0.0623218319819361,8
p474,-0.10329204781370356,-0.10896358207898522,-0.5410642253786541,1.718386474687089,-0.5657895548727114,-0.9272216300312202,-1.2881973906684543,2
p475,0.07849875401528722,0.0866708666204329,-0.4204171186708079,1.6546927730824592,-0.3031161312542493,-0.6096890504126266,-1.2821142952233038,2
p476,1.8752580314710696,-0.8156484397647819,-0.3698054232700723,-1.7159060681806582,-0.7875730474625656,-0.1901433718806872,1.400613302536757,3
p477,0.9121505184116764,-1.1489617679587567,0.13077262044410512,0.5521045855847325,2.0467595337376245,0.6703688372575649,-1.430764626073623,6
p478,-1.1153606018515692,-0.17368621449497929,-0.4675625156752881,1.0625742967705578,0.7870490216506727,-1.3222166665860258,0.2389692870733204,5
p479,0.7059400931642289,-1.2742824600937466,0.24351794817116976,0.8891495546112728,2.4041530285177513,0.8076610670659528,-1.5418732732572562,6
p480,-1.0640158663638803,1.2765310389046032,-1.3013911222576915,-0.35535781264898064,-0.3400657446738503,1.2053864715827318,1.6123998549551102,4
p481,-0.6980376772075225,-0.822538025886514,0.7709684758951312,-1.059738369012342,-1.3291932019033286,0.2892446112178526,-1.0922481186971658,7
p482,1.8130607639348988,-0.7799911216169185,-0.5840563288515,-1.8725159591585792,-1.062823894749501,-0.05268040090105534,1.1159267499809111,3
p483,-1.1928658007245316,1.346688702514775,-1.5165766235249163,-0.41022286931238827,-0.110517689316958,1.2651955092271616,1.241260017527186,4
p484,1.7000694095468707,-0.9338453224231988,-0.2559367223627884,-1.7614758396696486,-1.0558848745365566,-0.05441310499846432,1.464215060085012,3
p485,-0.5018941367064228,-1.3920525610181222,-1.2983881073857253,-0.454235348778176,-0.060136615299406386,-0.541040695096887,0.06167116695219459,9
p486,-0.7641930878558203,-0.8154527264526874,0.5659032137226006,-1.0362709154079848,-1.3318662593023995,0.382868052444622,-1.1251278555116286,7
p487,-0.8030578783222097,-0.807596952096348,0.7197471101659633,-0.8266674063357303,-1.1283610704300502,0.4537660774747878,-1.2320707341607129,7
p488,1.2693881929177169,1.4964443900626825,1.6103221758393131,0.07771354230131104,-0.6204248383674662,-1.3782101265945963,-0.1874480827570217,0
p489,1.3079099749821423,1.3945473887499549,1.6559093380733707,0.26333670462040965,-1.1347290568510733,-1.4376645789899138,-0.2502850257978924,0
p490,-0.5113419651664446,-0.7499191044899757,0.6697760042936709,-1.1020661325121917,-1.2274953975875051,0.521793963071281,-1.201890245567364,7
p491,-0.9288202685751564,-0.7086197960018806,0.4634302812695612,-1.0165798753317479,-1.5654106669587962,0.361555248456116,-1.1466097718886021,7
p492,-1.3030288138354518,-0.1965950736082217,-0.6698430620347459,1.177415467242915,0.5246830900437902,-1.1519066567470992,0.3781230235227641,5
p493,-1.0408511369852884,1.512843375676782,-1.2244408649354968,-0.5307668945792928,-0.20609015204543735,1.1860992135288542,1.4945969841947722,4
p494,1.0677999750587703,1.4236345536487751,1.3316212570953596,-0.2069924364475263,-0.9869437447316136,-1.1812937932740777,-0.03201873846635034,0
p495,0.5699940360976528,1.3782160186672727,1.4465353258147204,-0.5056972057425606,0.5079432231882471,1.03735754172638,-0.035868293670084685,8
p496,1.752149326148805,-0.7913813896662252,-0.4933048908393069,-1.6199733547679516,-0.9730977396012296,-0.15523068188876166,1.1693014220742526,3
p497,-0.9790160861614357,1.4735107068214637,-1.5130173117092365,-0.6310638328819593,-0.10341011854418383,1.111043717521791,1.4637146671235055,4
p498,1.0189474540705024,-1.0405841976118435,0.16079450732892553,0.9995278291914786,2.314737328372882,0.5186744184049885,-1.2252188841331109,6
p499,-1.3050960743493798,0.03594700064683523,-0.5728020854810637,1.0235178265362497,0.7067222165172238,-1.248649816535956,0.2818367097143861,5
