occupation,monthly_income,loan_amount,credit_score,years_at_job,classLabel,id
0,4838.060505373948,15465.576851453445,605.4583302923025,22,0,p161
3,6609.141212633167,3765.670887330166,618.5808331238062,21,0,p594
0,4333.621503409667,12142.397426803476,660.3081761597654,2,0,p394
4,4400.453223307723,11994.952847336472,816.5547878629419,17,1,p341
2,5258.736435913312,3402.1486247676057,672.7110206754182,10,1,p201
4,5818.04901376388,9996.17839995909,840.8733106270876,1,0,p392
3,7269.951023506812,8927.618163762678,605.9879494453161,9,0,p895
4,5176.94428911969,15799.377598384392,848.7595959166342,5,1,p788
0,3143.215394769259,-2745.670635026694,682.5217497875321,28,1,p686
3,3076.2188397956816,9675.353797140511,705.0336397323279,21,1,p401
4,4665.657098030088,8633.412329867335,608.4546581362231,29,0,p11
0,5425.111361348809,2660.1745179025447,773.747712349727,7,1,p194
0,4645.962714632498,11212.080147983548,834.0198518488723,3,1,p543
1,5926.223956962595,7636.294997306247,574.8611624566579,19,0,p832
4,3325.77717642293,6909.968433280108,725.6267073933693,3,1,p453
0,6730.639419729189,17832.505052935725,722.5155634221361,14,1,p185
2,5544.906879180149,9902.218335427062,576.0283619068495,15,0,p565
1,4292.366488605567,12395.468040026755,818.0984085551465,25,1,p960
4,2808.2008423104785,14241.69545766154,728.0062829376212,10,0,p681
3,4423.207109987244,9819.766914201236,730.1397910984994,22,1,p451
0,5313.381504669664,3886.679158636805,673.0464021984513,22,1,p175
2,5685.253110585415,8696.791398604795,829.905163879331,15,1,p884
3,3549.863973231289,15300.155688898958,850.8554447802715,14,1,p746
0,4865.231901982214,12884.329756691004,614.1609573417961,10,0,p131
2,4575.3625839974375,10662.365658791456,866.1047643116781,27,1,p823
1,5337.980886949907,10522.400464930586,702.9105042484639,13,1,p599
1,4157.644825503944,10347.582896827453,690.9970782170203,8,1,p332
4,3074.2843277763022,4857.732588949967,652.6803627187405,19,1,p951
1,3747.5336867043625,9508.600205757964,787.8887156897633,9,1,p602
1,5351.778510116167,23534.55263650386,738.525030696803,11,0,p774
3,2500.167114898324,11249.283251239192,687.276615843344,7,0,p612
0,4512.048685428785,11006.469243898167,517.5832137412456,26,0,p151
2,6925.668487939723,19056.224450038862,849.3960887841533,17,1,p188
2,4926.054111501417,5772.458009362413,745.1820517776617,24,1,p615
3,5059.36498106677,19857.152070990716,615.4542045104032,13,0,p140
1,4767.809413885719,11994.494398594676,699.6250860889623,6,1,p485
0,6094.7762070878425,23456.18939684308,743.176285009256,12,0,p911
4,4849.8158999723,15294.785001870165,591.7764451859247,22,0,p21
1,2207.0466961665265,6477.455291681315,517.6235875343467,24,0,p585
1,6349.092231869188,5081.637049559514,870.625013850726,6,1,p72
2,9322.4306373632,7442.0748770757955,707.6561706045612,3,1,p220
3,3920.045775275048,7022.273831607958,611.7694463207299,9,0,p246
3,3135.55603867218,9684.708927871034,721.2638169384425,5,1,p63
0,4848.270743898971,7772.814339049946,559.3076911414721,6,0,p725
0,3561.498864481096,10564.100880982567,438.7168644341508,3,0,p548
2,6708.049095254419,15858.798421961328,801.981059141991,3,1,p468
0,6422.238719107447,9875.813601307387,624.0944127824166,14,0,p173
2,5184.259199011927,9379.538823443838,783.7426959961119,29,1,p743
4,6133.7869852086105,9764.530153312187,673.5666639831635,13,1,p407
1,5666.765790144145,9150.204223650857,751.7249003692403,2,0,p840
0,7070.1964875930025,18729.4395531183,643.7967912344787,23,0,p791
2,5000.271310116491,18299.29859558408,729.5061707108962,10,1,p398
3,5358.790984077466,5042.780779958276,629.5213216883393,19,0,p713
1,2229.8933895185373,8193.622844475254,777.451193037757,6,0,p572
4,7217.240031446468,9804.821031271002,786.3259576453306,12,1,p269
0,4887.399022363185,7651.644950321157,808.6126615175266,2,0,p90
0,6444.224957441284,7390.847714935811,761.8609240925957,18,1,p362
4,4977.083485301445,13700.173512857746,649.6230713311304,26,0,p458
4,3341.772071731383,4574.084900010968,752.6383435231177,4,1,p877
4,4320.310102511948,8624.564219281448,687.6575053983636,10,1,p905
2,5698.665009460245,14316.224053181417,672.5094696727203,21,1,p320
0,4983.09865382195,13546.948188462236,650.8096940108444,19,1,p134
3,5281.885711960266,6156.846768891186,691.5018392852495,16,1,p920
2,4727.474562303958,11763.107186796704,892.5048510502655,3,1,p91
1,6015.302566086431,13650.885156104308,618.100182199006,12,0,p353
4,5107.033777729638,9846.792188565516,685.0183869348414,11,1,p637
3,5866.624709187468,13299.805163572662,721.844726324203,27,1,p910
3,4989.721004420297,9029.854390367913,767.0459371896418,6,1,p782
2,5304.324510848207,10988.243492634305,590.9766178729728,18,0,p955
1,7436.938446449762,11250.711917569255,738.3452826583828,13,1,p587
0,5138.387871416625,11575.159094272578,841.5850810678335,4,1,p490
2,2649.706947937074,15653.678575407524,762.8158261818187,21,0,p691
1,7518.678009923879,13116.537831978363,681.8277246503628,10,1,p636
2,4739.569488538669,19224.12982642113,588.2051489005887,27,0,p306
4,4074.300500037892,11252.959206769314,720.1147164739521,9,1,p663
3,5226.584556198927,12313.514680777016,603.144205145633,27,0,p764
0,6770.728242060513,14034.793387741462,732.7200733319901,11,1,p908
1,4554.675323908878,10586.174268376137,575.004714537144,26,0,p358
4,5089.382333996613,14116.326186429576,685.2486082421397,11,1,p81
4,5041.574744366648,-28.466840098382814,625.5771043177801,21,0,p709
0,7262.157436466909,16418.246734333014,743.2193569556687,14,1,p184
4,6197.2279900707545,3810.860533937248,747.6289983758436,11,1,p215
2,2504.6808283357973,19232.32677627952,892.2575291912399,28,0,p577
3,2230.766285061087,14595.20053549883,748.6553624429619,3,0,p854
1,4933.661418252875,11960.001898748364,683.4791988522127,25,1,p20
0,5283.4650354635305,15587.450575320849,806.5289513778265,25,1,p441
1,6650.901248353866,7753.5381007171745,640.6697190605519,12,0,p817
4,8115.576407782403,8936.804505003383,749.9198876378262,21,1,p550
2,5045.975843549572,16176.087442704713,511.6878808243013,26,0,p478
2,4780.257565126956,7831.133383675227,670.8178292509291,3,1,p262
3,6617.026751089299,5179.160407492742,820.5766751981585,23,1,p804
0,6071.603245254879,3376.919183821313,705.1799654784545,21,1,p317
2,4961.768931219799,13735.154955502603,585.4922495145136,9,0,p752
0,4133.07540631565,-536.9969794647386,730.6466897938662,13,1,p620
3,5172.158985774617,84.39778983311953,814.0324376323272,27,1,p797
3,7602.623474656604,16994.840327599646,613.5526899625611,10,0,p250
2,5075.862749363173,14139.852141434343,937.6025809599868,3,1,p98
1,6069.097691110295,9139.731653543147,617.9724156544489,12,0,p822
3,5332.092848457257,17491.03981995967,622.2799676706796,2,0,p210
3,3757.833487035927,6950.464196852544,793.2028974548002,24,1,p73
1,3879.096820965272,8279.849609229948,712.9987730377073,22,1,p153
2,5499.870988949113,7084.328949271336,667.8003134725018,14,1,p216
4,2126.8792331999007,10155.635496264476,709.6422844815934,7,0,p495
2,5076.021841176953,2709.660188606762,633.5020456893928,29,0,p853
2,5046.470510935302,8129.455917686357,720.2564126814347,23,1,p892
0,4031.145347146732,15785.852273980923,558.635898023559,1,0,p316
0,5834.346118420528,5865.70448541957,544.1267069613618,24,0,p104
0,3826.020489337488,10972.603712421473,724.021817994759,22,1,p813
3,5388.320925264098,9006.914212804513,715.5399673340303,26,1,p929
0,5126.330068470503,15032.492817631632,631.0433739036624,2,0,p489
0,4475.444298231128,3129.8939256886724,798.1347076685007,16,1,p770
0,4550.165070613994,6886.716664620848,739.5707893351823,6,1,p374
1,3173.937563624316,7714.981189421407,783.499577032319,12,1,p364
2,4945.330186136525,17741.37368895901,846.9921549421383,7,1,p642
1,1752.3443924751778,5311.526116392517,645.3812302844758,11,0,p76
1,6143.711122039542,10836.39671765148,724.5439687036236,13,1,p360
4,5986.014110504675,17005.19457219872,574.5961021307884,10,0,p378
3,6480.548099249805,11557.771084465592,838.0057421506797,9,1,p304
4,3865.97547637678,15276.205708351905,685.9033393616332,15,1,p236
4,5384.626020877172,3713.5615424347434,706.1284088779539,13,1,p805
2,5321.314397657182,4659.777041262328,417.6448764351836,4,0,p984
2,7323.280839265689,9236.822889455609,668.0290887311716,4,1,p166
3,5037.736159656981,-1202.2722802375592,684.3566830462171,1,0,p112
4,6397.035020056845,799.468816944669,815.0103655501468,12,1,p160
0,5373.454108533492,7670.331914581877,727.7671923987268,8,1,p491
0,2761.333794387184,7461.574547784916,677.4405030236404,13,0,p157
2,3527.335913525793,6170.669438454756,609.7566507838204,1,0,p68
1,6164.713958490742,15392.74495284274,773.8075190546264,16,1,p826
2,1498.4040000553982,9493.132275752369,727.2568645111907,24,0,p715
4,4293.982652305176,9229.267236713726,908.1939120188472,21,1,p775
2,5192.886040532069,11385.296738479556,708.513700800529,12,1,p930
4,8711.800378194457,10593.761585641854,761.7763763242043,28,1,p285
4,3852.239173220738,12257.626298584795,823.2381179271483,6,1,p886
3,4769.64677973965,4923.209606681561,600.4497205224369,2,0,p135
3,4408.387155601222,9089.08541771579,728.3863017342343,5,1,p514
3,4038.030151237045,5881.115003357283,711.4678403622055,15,1,p902
3,4895.589447624374,11423.531454511369,746.9612051579816,18,1,p654
4,5368.148078850813,8542.73579422399,594.0006008161763,11,0,p431
2,5827.153869651864,12953.213679927072,575.9772912650998,28,0,p776
1,6966.785431834346,16462.106068961744,674.482253339083,11,1,p904
0,4412.993094207534,14720.31743429901,831.6780417509952,26,1,p625
1,5652.26846643814,16212.342056861227,577.5086909533334,10,0,p17
0,4620.989451827949,15332.1874980115,642.6039901167857,23,0,p756
3,2945.164018724347,7736.257525979719,787.244812626259,25,0,p553
1,7162.86810656055,14728.899687880876,674.4958107066598,2,0,p447
4,4861.455605836271,8277.903512904117,622.5454664861611,26,0,p881
0,6181.8257517744105,14489.414533498097,611.7493249564005,28,0,p27
4,6628.743668718981,8055.635923356736,821.5375237231053,18,1,p650
4,5808.199442167376,10719.553714261923,611.048484304511,6,0,p267
2,2567.3995739236234,8742.01722843365,605.2066519596738,14,0,p483
4,3283.8748739585008,14372.451059126584,672.2129724116653,27,1,p357
1,3681.666219495538,17890.37234290531,768.9164964622305,27,1,p303
3,5181.894689409082,6961.738802697457,643.7058560160357,9,0,p799
0,4309.256918708381,7206.725845421564,800.5587314944835,7,1,p988
0,4951.567908262666,4826.453155898987,771.0318904445495,19,1,p989
1,6412.095208278703,10775.0632799749,573.4316977697149,20,0,p289
2,4609.849447826246,1302.3629676838864,764.020599104611,10,1,p211
1,4665.4213783228015,6978.514117448886,708.2554877815182,23,1,p763
4,2472.696539561235,10528.182046074036,697.2094657549247,25,0,p271
